_id,Bevoegd Gezag,Sector,Groepering,Naam,Jaar,Lonen,Sociale lasten,Premies Participatiefonds,Premies Vervangingsfonds,Pensioenlasten,Lonen salarissen sociale lasten en pensioenlasten,Dotaties personele voorzieningen,Lasten personeel niet in loondienst,Overige overige personele lasten,Overige personele lasten,Vergoedingen uit het Participatiefonds,Vergoedingen uit het Vervangingsfonds,Overige uitkeringen die personeelslasten verminderen,Uitkeringen die personeelslasten verminderen,Personeelslasten,Afschrijvingen op immateriele vaste activa,Afschrijvingen op materiele vaste activa,Afschrijvingen,Huurlasten,Verzekeringslasten,Onderhoudslasten klein onderhoud,Lasten voor energie en water,Schoonmaakkosten,Belastingen en heffingen,Dotatie onderhoudsvoorziening,Overige overige huisvestingslasten,Huisvestingslasten,Administratie en beheerslasten,Inventaris en apparatuur,Leer en hulpmiddelen,Dotatie overige voorzieningen,Overige overige overige lasten,Overige lasten,Verstrekte subsidies,Gerealiseerde herwaardering,Verplichte afdrachten uit te voeren door OCW voor vso,Verplichte afdrachten uit te voeren door OCW voor Lwoo,Verplichte afdrachten uit te voeren door OCW voor pro,Verplichte afdrachten uit te voeren door OCW,Doorbetaling op basis van 1 februari vso,Doorbetaling op basis van 1 februari sbo,Doorbetaling op basis van 1 februari,Overige doorbetalingen van rijksbijdragen aan schoolbesturen,Doorbetalingen aan schoolbesturen,Accountantshonoraria voor het onderzoek van de jaarrekening,Accountantshonoraria voor andere controleopdrachten,Accountantshonoraria voor adviesdiensten op fiscaal terrein,Accountantshonoraria voor andere nietcontrolediensten,Accountantshonoraria
14,10,WO,UNIV,Erasmus Universiteit Rotterdam,2017,275700000,32000000,,,36000000,343700000,4700000,32200000,22700000,59600000,,,,1800000,401500000,1100000,35600000,36700000,2900000,400000,8200000,7000000,3900000,3000000,600000,2400000,28400000,900000,17800000,,800000,120800000,140300000,,,,,,,,,,,,417700,166200,21600,236500,842000
15,10,WO,UNIV,Erasmus Universiteit Rotterdam,2018,294600000,35100000,,,40300000,370000000,5300000,33000000,19700000,58000000,,,,2400000,425600000,1100000,32000000,33100000,2700000,200000,9100000,7500000,3700000,3500000,,2700000,29400000,1100000,22300000,,-4400000,134300000,153300000,,,,,,,,,,,,470800,112900,12700,393900,990300
16,11,WO,TECH,Technische Universiteit Delft,2014,247258000,27219000,,,35004000,309481000,9361000,53182000,12418000,74961000,,,,,384442000,,38677000,38677000,731000,1764000,24513000,11333000,5013000,2187000,5173000,12543000,63257000,4328000,60884000,,-1686000,32069000,95595000,,,,,,,,,,,,287000,730000,40000,64000,1121000
17,11,WO,TECH,Technische Universiteit Delft,2015,262626000,28393000,,,30918000,321937000,5877000,55877000,9424000,71178000,,,,0,393115000,0,39884000,39884000,623000,1711000,27312000,10274000,4610000,2166000,10308000,14796000,71800000,5983000,59813000,0,2299000,33767000,101862000,,0,,,,,,,,,,277000,437000,0,68000,782000
18,11,WO,TECH,Technische Universiteit Delft,2016,278227000,30787000,,,30918000,339932000,8418000,52478000,17549000,78445000,,,,,418377000,0,36287000,36287000,573000,1461000,26373000,6817000,4516000,2581000,6558000,17205000,66084000,6698000,63558000,0,3849000,30258000,104363000,,0,,,,,,,,,,353000,253000,30000,28000,664000
19,11,WO,TECH,Technische Universiteit Delft,2017,292157000,32338000,,,36661000,361156000,5605000,63330000,18442000,87377000,,,,0,448533000,0,39648000,39648000,625000,1441000,26119000,6323000,5613000,2191000,7344000,15827000,65483000,16966000,57654000,0,3306000,15259000,93185000,17109000,0,,,,,,,,,,179000,244000,18000,18000,459000
20,11,WO,TECH,Technische Universiteit Delft,2018,312365000,35152000,,,40987000,388504000,16477000,63304000,16902000,96683000,,,,0,485187000,0,43613000,43613000,1323000,1428000,27708000,5040000,5918000,2706000,19643000,15768000,79534000,3103000,68068000,0,2866000,14613000,88650000,26240000,0,,,,,,,,,,363000,268000,24000,29000,684000
21,12,WO,TECH,Techn. Universiteit Eindhoven,2014,146700000,16800000,,,20900000,184400000,1100000,8600000,9000000,18700000,,,,500000,202600000,,20700000,20700000,3300000,500000,7200000,6200000,2700000,1400000,,,21300000,,31900000,,1800000,36100000,69800000,,,,,,,,,,,,200000,,100000,100000,400000
22,12,WO,TECH,Techn. Universiteit Eindhoven,2015,154600000,17500000,,,17500000,189600000,600000,5700000,8800000,15100000,,,,600000,204100000,,23500000,23500000,2600000,500000,7700000,5300000,2800000,1700000,,,20600000,,17000000,9300000,2800000,38600000,67700000,,,,,,,,,,,,200000,,100000,100000,400000
23,12,WO,TECH,Techn. Universiteit Eindhoven,2016,160500000,18200000,,,17900000,196600000,2900000,7100000,8800000,18800000,,,,700000,214700000,,22900000,22900000,2200000,400000,8800000,4300000,2800000,1400000,,,19900000,,20800000,8800000,3000000,39400000,72000000,,,,,,,,,,,,200000,100000,100000,0,400000
24,12,WO,TECH,Techn. Universiteit Eindhoven,2017,167200000,18800000,,,21100000,207100000,5700000,8400000,6300000,20400000,,,,800000,226700000,400000,23600000,24000000,2500000,500000,8600000,4400000,3000000,1300000,,,20300000,200000,15200000,14900000,-1900000,42200000,70600000,,,,,,,,,,,,200000,,,,200000
25,12,WO,TECH,Techn. Universiteit Eindhoven,2018,173400000,20200000,,,23400000,217000000,-500000,9600000,8900000,18000000,,,,500000,234500000,600000,23600000,24200000,2400000,500000,7900000,4200000,3400000,1800000,,,20200000,200000,14400000,15600000,8800000,44300000,83300000,,,,,,,,,,,,200000,,,,200000
26,13,WO,TECH,Universiteit Twente,2014,140500000,18400000,,,21300000,180200000,1200000,3500000,8100000,12800000,,,,,193000000,,27600000,27600000,1600000,500000,5200000,4900000,3600000,1700000,,5700000,23200000,14700000,9900000,,-2000000,38400000,61000000,,,,,,,,,,,,95000,75000,195000,15000,380000
27,13,WO,TECH,Universiteit Twente,2015,144100000,18200000,,,18300000,180600000,2500000,5600000,9900000,18000000,,,,,198600000,,24300000,24300000,2400000,500000,4900000,4500000,3500000,1800000,,4600000,22200000,15400000,7100000,,1500000,39600000,63600000,,,,,,,,,,,,177000,110000,257000,4000,548000
28,13,WO,TECH,Universiteit Twente,2016,147300000,19200000,,,17900000,184400000,1500000,5900000,9200000,16600000,,,,,201000000,,23500000,23500000,2000000,500000,5400000,4300000,4000000,1700000,,4300000,22200000,15600000,13400000,,-1400000,40500000,68100000,,,,,,,,,,,,87000,97000,386000,92000,662000
29,13,WO,TECH,Universiteit Twente,2017,152600000,19300000,,,20900000,192800000,3100000,6800000,7300000,17200000,,,,,210000000,,22600000,22600000,2000000,400000,5600000,4300000,4200000,1600000,,3700000,21800000,16000000,9200000,,0,39000000,64200000,,,,,,,,,,,,131000,177000,319000,38000,665000
30,13,WO,TECH,Universiteit Twente,2018,159000000,20500000,,,23100000,202600000,2700000,6500000,7200000,16400000,,,,,219000000,,21000000,21000000,2400000,400000,5500000,4800000,3900000,1800000,,4900000,23700000,16900000,9500000,,1400000,41000000,68800000,,,,,,,,,,,,173000,65000,388000,57000,683000
31,14,WO,TECH,W U,2014,140007000,15080000,,,20410000,175497000,2591000,7124000,5826000,15541000,,,,,191038000,83000,22958000,23041000,10406000,342000,4118000,5417000,2610000,1020000,,689000,24602000,26145000,16033000,,1295000,37531000,81004000,,,,,,,,,,,,46000,263000,50000,,359000
32,14,WO,TECH,W U,2015,143424000,15632000,,,18113000,177169000,4169000,6936000,6181000,17286000,,,,,194455000,269000,20145000,20414000,10771000,355000,4762000,3771000,2770000,1513000,,3623000,27565000,26731000,7064000,7293000,2837000,35832000,79757000,,,,,,,,,,,,76000,227000,132000,,435000
33,14,WO,TECH,W U,2016,145174000,16624000,,,17810000,179608000,1412000,8582000,6972000,16966000,,,,,196574000,5377000,21585000,26962000,11017000,385000,4549000,3804000,3033000,1770000,,1849000,26407000,26947000,8325000,7530000,5452000,34354000,82608000,,,,,,,,,,,,103000,207000,150000,,460000
34,14,WO,TECH,W U,2017,148617000,17121000,,,20683000,186421000,3313000,10477000,6329000,20119000,,,,,206540000,544000,23286000,23830000,10555000,227000,3641000,3056000,2800000,1488000,,2143000,23910000,25567000,5842000,7476000,-582000,30225000,68528000,,,,,,,,,,,,115000,132000,165000,,412000
35,14,WO,TECH,W U,2018,156294000,18632000,,,23009000,197935000,934000,10926000,7484000,19344000,,,,,217279000,635000,22246000,22881000,11219000,219000,3294000,2842000,2818000,1409000,,2900000,24701000,25055000,6791000,8078000,-259000,30427000,70092000,,,,,,,,,,,,214000,104000,113000,,431000
36,39,WO,UNIV,Universiteit Leiden,2014,268600000,17700000,,,36600000,322900000,500000,22800000,8400000,31700000,,,,1300000,353300000,,30400000,30400000,11700000,1100000,9700000,6600000,5400000,2000000,,,36500000,11100000,12900000,,600000,80700000,105300000,,,,,,,,,,,,174200000,99100000,7100000,9600000,290000000
37,39,WO,UNIV,Universiteit Leiden,2015,282100000,18900000,,,32900000,333900000,1400000,20400000,12400000,34200000,,,,1300000,366800000,,31200000,31200000,11800000,1000000,9500000,6900000,6500000,3400000,2800000,3300000,45200000,12400000,13700000,,400000,88500000,115000000,,,,,,,,,,,,151300,54800,25800,2700,234600
38,39,WO,UNIV,Universiteit Leiden,2016,301400000,21100000,,,32700000,355200000,3600000,22500000,9300000,35400000,,,,1400000,389200000,,33000000,33000000,12600000,900000,9500000,6900000,8000000,3400000,5200000,1400000,47900000,11100000,15200000,,400000,88900000,115600000,,,,,,,,,,,,165500,161600,49600,0,376700
39,39,WO,UNIV,Universiteit Leiden,2017,318500000,21800000,,,39000000,379300000,4700000,26300000,10400000,41400000,,,,1400000,419300000,,34400000,34400000,13000000,1000000,10800000,6500000,8400000,3600000,200000,700000,44200000,11000000,11900000,,-800000,94000000,116100000,,,,,,,,,,,,200500,108900,25200,0,334600
40,39,WO,UNIV,Universiteit Leiden,2018,333500000,23300000,,,43200000,400000000,5500000,26300000,10700000,42500000,,,,1500000,441000000,,35900000,35900000,14000000,1100000,13100000,6400000,8000000,3500000,3600000,200000,49900000,11600000,14600000,,-800000,97200000,122600000,,,,,,,,,,,,227100,205900,3300,79600,515900
41,819,VO,SWV,Stg. Samenw.verb. Rivierenland,2014,229946,25283,,,26804,282033,1611,407249,31421,440281,,,,,722314,,2491,2491,18475,,48,,,,,,18523,17982,6459,,,41708,66149,,,,,,,,,,,,3739,,,,3739
42,819,VO,SWV,Stg. Samenw.verb. Rivierenland,2015,249015,32658,,,30072,311745,1031,,749360,750391,,,,,1062136,,2055,2055,20550,,4,732,963,114,,4000,26363,31070,4852,,,30929,66851,,,,,,,,,,,,3750,,,,3750
43,819,VO,SWV,Stg. Samenw.verb. Rivierenland,2016,303825,40423,,,32005,376253,428,,34645,35073,,,,,411326,,4589,4589,24126,,,7489,4541,544,1180,357,38237,35376,27005,,,72847,135228,,,,,,,,,,,,6050,,,,6050
44,819,VO,SWV,Stg. Samenw.verb. Rivierenland,2017,348259,43629,,,44083,435971,-884,2645769,8404,2653289,,,5471,5471,3083789,,4695,4695,21189,,75,5739,4731,1727,,5224,38685,50185,1504,9580,,174683,235952,,,4118759,5073580,1207995,10400334,96752,,96752,1,10497087,5288,,,,5288
45,819,VO,SWV,Stg. Samenw.verb. Rivierenland,2018,405298,50467,,,51137,506902,-2791,6782,28463,32454,,,26261,26261,513095,,5296,5296,21606,,4403,5413,4591,3129,8834,,47976,94576,,50490,,88802,233868,,,4418657,4636201,1184957,10239815,178500,,178500,2844262,13262577,8289,,,,8289
46,10028,VO,SSG1,Gemeente Ameland,2014,1046884,146455,,,221974,1415313,,,65408,65408,,,,30302,1450419,,59341,59341,,,,29178,2837,4981,,25734,62730,26152,18651,,,179554,224357,,,,,,,,,,,,1392,,,,1392
47,10028,VO,SSG1,Gemeente Ameland,2015,1008353,209411,,,253093,1470857,,,80138,80138,,,42855,42855,1508140,,57820,57820,,,,29699,2093,6504,,35299,73595,24630,11600,,,179633,215863,,,,,,,,,,,,1392,,,,1392
48,10028,VO,SSG1,Gemeente Ameland,2016,1131627,172122,,,191628,1495377,,,103787,103787,,,37054,37054,1562110,,58921,58921,,,,31423,3668,7253,,34146,76490,26766,,20784,,151996,199546,,,,,,,,,,,,1392,,,,1392
49,10028,VO,SSG1,Gemeente Ameland,2017,1136767,194375,,,160676,1491818,,,66028,66028,,,14075,14075,1543771,,53871,53871,,,,32140,3491,7371,15000,15830,73832,25122,,22080,,176642,223844,,,,,,,,,,,,1392,,,,1392
50,10028,VO,SSG1,Gemeente Ameland,2018,1149629,202890,,,168986,1521505,,,61796,61796,,,0,0,1583301,,51318,51318,,,,33381,3603,6764,15000,18215,76963,27469,,17585,,188695,233749,,,,,,,,,,,,1392,,,,1392
51,10053,VO,SSG1,Gemeente Assen,2014,1638942,214324,,,244055,2097321,3691,34148,38244,76083,,,,24370,2149034,,140549,140549,53972,,33946,33415,23762,5723,3434,14194,168446,83271,154104,,,176907,414282,,,,,,,,,,,,13013,,,,13013
52,10053,VO,SSG1,Gemeente Assen,2015,2248461,,,,,2248461,,,71061,71061,,,11981,11981,2307541,,95121,95121,49737,,20726,23645,7180,5436,3434,2531,112689,72669,173126,,,211735,457530,,,,,,,,,,,,,,,,
53,10053,VO,SSG1,Gemeente Assen,2016,1808611,241140,218003,,,2267754,7167,63806,27566,98539,,,,,2366293,,113053,113053,57662,,45053,29933,10731,8034,3434,3131,157978,120735,163094,,,201034,484863,,,,,,,,,,,,,,,,
54,10053,VO,SSG1,Gemeente Assen,2017,1845579,242909,,,260793,2349281,119030,39864,56752,215646,,,8306,8306,2556621,,163104,163104,9765,,38801,25496,15945,3780,56000,24837,174624,122687,,125802,,374083,622572,,,,,,,,,,,,,,,,
55,10053,VO,SSG1,Gemeente Assen,2018,1850801,238757,,,265092,2354650,270636,51653,69070,391359,,,8769,8769,2737240,,164750,164750,33047,,37347,32329,14111,4065,59434,3213,183546,142852,,124835,,327823,595510,,,,,,,,,,,,8399,,,,8399
56,10249,PO,BO6,Gemeente Emmen,2014,16041419,4168517,,,3377436,23587372,74929,2637383,691246,3403558,,,,1092030,25898900,,1008098,1008098,56064,,917289,528758,656246,144269,,121698,2424324,1981418,1109059,,,831327,3921804,,,,,,,,,,,,21000,,,,21000
57,10249,PO,BO6,Gemeente Emmen,2015,16329610,2339160,679588,978759,3017001,23344118,-16545,3276637,903306,4163398,,903840,205212,1109052,26398464,,628883,628883,93432,,1772747,448288,675807,136171,,5375,3131820,1754534,1033804,,,822176,3610514,,,,,,,,,,,,29000,,,,29000
58,10249,PO,BO6,Gemeente Emmen,2016,16957825,2467851,565579,43859,2835304,22870418,40698,2347747,943968,3332413,,,172991,172991,26029840,,697727,697727,75728,,1408561,488896,622357,135358,,6562,2737462,1865105,1095820,,,353323,3314248,,,,,,,,,,,,15000,,,,15000
59,10249,PO,BO6,Gemeente Emmen,2017,17022473,2488205,624225,44681,3483664,23663248,107917,1236085,921872,2265874,,,310281,310281,25618841,,809589,809589,147872,,2326460,398106,526492,122529,,28709,3550168,1473091,322495,838688,,255318,2889592,,,,,,,,,,,,15000,,,,15000
60,10249,PO,BO6,Gemeente Emmen,2018,26473577,,,,,26473577,226775,778168,1032675,2037618,,,170385,170385,28340810,,852557,852557,342463,,2874671,484126,504927,129526,,48238,4383951,834531,489346,863987,,249766,2437630,,,,,,,,,,,,15000,,,,15000
61,10426,PO,BO5,Gemeente Hoogezand-Sappemeer,2014,7809098,1859863,,,1129367,10798328,18969,137025,329521,485515,,,,581913,10701930,,256313,256313,54119,,177406,228096,270150,33978,,59457,823206,550329,548142,,,45176,1143647,,,,,,,,,,,,20032,,,,20032
62,10426,PO,BO5,Gemeente Hoogezand-Sappemeer,2015,7810578,1767229,,,988687,10566494,955542,84371,343105,1383018,,619532,,619532,11329980,,259146,259146,57770,,169159,218597,299484,32589,,61457,839056,826035,528556,,29466,50208,1434265,,,,,,,,,,,,,,,,
63,10426,PO,BO5,Gemeente Hoogezand-Sappemeer,2016,6885022,1532785,,,787246,9205053,353679,2491,811699,1167869,,,438352,438352,9934570,0,233409,233409,41548,,164565,267080,286863,43094,0,81134,884284,208029,194,373161,0,561495,1142879,,,,,,,,,,,,52110,0,0,0,52110
64,10426,PO,BO5,Gemeente Hoogezand-Sappemeer,2017,6939647,1448472,,,945127,9333246,235568,44145,893751,1173464,,563896,74186,638082,9868628,,265608,265608,45637,,355947,233605,293786,23276,,171467,1123718,200415,0,369555,,714882,1284852,,,,,,,,,,,,30441,,,,30441
65,10867,VO,SSG1,Gemeente Terschelling,2014,1753533,322462,,,260758,2336753,3782,69847,108454,182083,,,,43274,2475562,,127440,127440,,,65150,48861,48336,6021,40000,4445,212813,89516,135008,,,59491,284015,,,,,,,,,,,,,,,,
66,10867,VO,SSG1,Gemeente Terschelling,2015,1866078,329096,,,235399,2430573,3738,71108,88964,163810,,,56631,56631,2537752,,119056,119056,,,89855,53005,37039,7988,40000,3474,231361,74346,2696,117986,,90021,285049,,,,,,,,,,,,0,,,,0
67,10867,VO,SSG1,Gemeente Terschelling,2016,1980136,342968,,,235927,2559031,25685,57879,109235,192799,,,86312,86312,2665518,,120943,120943,,,74072,78502,34517,10814,0,7820,205725,78154,572,103053,,91588,273367,,,,,,,,,,,,0,,,,0
68,10867,VO,SSG1,Gemeente Terschelling,2017,1993475,337511,,,275147,2606133,17348,145847,87720,250915,,,139744,139744,2717304,,108257,108257,93774,,19282,31995,2392,4141,20000,804,172388,85577,59453,35834,,84269,265133,,,,,,,,,,,,,,,,
69,10867,VO,SSG1,Gemeente Terschelling,2018,2049792,283344,46756,47562,289094,2716548,6050,18637,105247,129934,,,132215,132215,2714267,,97443,97443,93529,,16529,36796,3079,3843,20000,1293,175069,69463,86260,52477,,79128,287328,,,,,,,,,,,,,,,,
70,10869,VO,SSG4,Gemeente Texel,2014,4583932,562375,,,790645,5936952,42615,,307726,350341,,,,,6287293,,207729,207729,,,46032,115000,159238,11124,,115965,447359,48893,408518,,,111771,569182,,,,,,,,,,,,11132,,,,11132
71,10869,VO,SSG4,Gemeente Texel,2015,4648452,565520,,,714247,5928219,195165,264208,153147,612520,,,,,6540739,,191136,191136,,,38697,110000,152930,10039,,123321,434987,68447,84415,294934,,292724,740520,,,,,,,,,,,,27200,,,,27200
72,10869,VO,SSG4,Gemeente Texel,2016,4659712,567100,,,698835,5925647,234822,340361,195288,770471,,,57304,57304,6638814,,157696,157696,,,46552,110000,138607,13181,,114532,422872,44364,99845,319613,,285672,749494,,,,,,,,,,,,11193,,,,11193
73,10869,VO,SSG4,Gemeente Texel,2017,4465601,543058,677829,,,5686488,-1421,320572,312081,631232,,,56952,56952,6260768,,163719,163719,,,38135,110000,135725,11610,,116315,411785,42072,91685,337172,,137235,608164,,,,,,,,,,,,11193,,,,11193
74,10907,VO,SSG3,Gemeente Veenendaal,2014,4787602,779475,,,712237,6279314,10810,,370897,381707,,,,113639,6547382,,355702,355702,98055,,103289,132631,164900,1498,,6837,507210,290560,382312,,80000,154350,907222,,,,,,,,,,,,14549,,1179,,15728
75,10907,VO,SSG3,Gemeente Veenendaal,2015,5038186,775340,,,647664,6461190,24551,135259,205601,365411,,,182820,182820,6643781,,385261,385261,102309,0,330763,115314,150379,1472,80000,11762,791999,271330,366486,,,141045,778861,,,,,,,,,,,,9438,,,0,9438
76,10907,VO,SSG3,Gemeente Veenendaal,2016,5229585,830553,,,657678,6717816,19818,48718,249937,318473,,,216134,216134,6820155,,408817,408817,87735,0,309816,98863,160253,1272,110000,10631,778570,241494,407268,,,305727,954489,,,,,,,,,,,,14326,,,,14326
77,10907,VO,SSG3,Gemeente Veenendaal,2017,5213347,900668,,,755072,6869087,4038,65387,227754,297179,,,198835,198835,6967431,,412666,412666,93461,0,92567,101220,142758,853,121144,8266,560269,274609,387400,,,405658,1067667,,,,,,,,,,,,15796,,,,15796
78,10907,VO,SSG3,Gemeente Veenendaal,2018,5115051,935849,,,758877,6809777,100641,100910,221077,422628,,,216430,216430,7015975,,413924,413924,98720,,90988,96088,127327,1380,105000,20445,539948,222317,424080,,,375833,1022230,,,,,,,,,,,,11794,,,,11794
79,10925,PO,BO4,Gemeente Westerwolde,2014,2853691,684331,,,419629,3957651,-205,,345982,345777,,,,250562,4052866,,78860,78860,,,68695,40029,50856,7136,,52382,219098,64016,201890,,,225941,491847,,,,,,,,,,,,16253,,,,16253
80,10925,PO,BO4,Gemeente Westerwolde,2015,3607154,702398,,,382847,4692399,3186,,-27889,-24703,,253621,,253621,4414075,,78234,78234,,,55401,45801,48563,6154,,12838,168757,73601,194423,,,199460,467484,,,,,,,,,,,,38097,,,,38097
81,10925,PO,BO4,Gemeente Westerwolde,2016,3414274,728378,,,409713,4552365,11172,150209,223717,385098,,259650,,259650,4677813,,105991,105991,,,145380,27376,33349,1117,,16778,224000,33674,230751,,,203295,467720,,,,,,,,,,,,9341,,,,9341
82,10925,PO,BO4,Gemeente Westerwolde,2017,3562787,760061,,,427534,4750382,5039,161981,173717,340737,,,201911,201911,4889208,,103190,103190,,,112329,28969,22345,5643,,13481,182767,33468,,181423,,206400,421291,,,,,,,,,,,,9710,,,,9710
83,10925,PO,BO4,Gemeente Westerwolde,2018,3659852,788304,,,443421,4891577,3372,167224,173033,343629,,,405279,405279,4829927,,98168,98168,,,63710,29458,13906,3634,,12246,122954,40937,,165686,,137870,344493,,,,,,,,,,,,8000,,,,8000
84,10928,VO,SSG1,Gemeente Vlieland,2014,837247,165112,,,109336,1111695,1163,65722,93246,160131,,,,28792,1243034,,12043,12043,,170,9543,40626,50180,10226,,,110745,56995,69240,,,47120,173355,,,,,,,,,,,,2178,,,,2178
85,10928,VO,SSG1,Gemeente Vlieland,2015,789410,104255,14685,20758,99300,1028408,108250,88733,42364,239347,19143,11093,,30236,1237519,,47232,47232,,170,10632,33287,48921,8606,,3792,105408,37811,246,58975,,44113,141145,,,,,,,,,,,,3000,,,,3000
86,10928,VO,SSG1,Gemeente Vlieland,2016,825773,113977,10982,19035,92993,1062760,-58572,165154,44309,150891,19777,10117,,29894,1183757,,17459,17459,,178,71791,1358,,1638,,,74965,60392,5955,78285,,31948,176580,,,,,,,,,,,,3050,,,,3050
87,10928,VO,SSG1,Gemeente Vlieland,2017,766639,118156,11278,13614,107030,1016717,1515,60111,122027,183653,13347,21306,,34653,1165717,,16226,16226,,144,77635,,,,,,77779,58771,8713,63873,,41928,173285,,,,,,,,,,,,3025,,,,3025
88,11711,PO,BO5,Gem Noordenveld,2014,7539681,1752431,,,1105490,10397602,27994,161184,501705,690883,,,,525795,10562690,,322774,322774,23811,,321300,276748,255859,10590,,,888308,158494,540008,,,263683,962185,,,,,,,,,,,,15600,,,,15600
89,11711,PO,BO5,Gem Noordenveld,2015,7688468,1576088,,,964017,10228573,15211,168866,480127,664204,,,299418,299418,10593359,,325385,325385,23583,,217206,179675,254261,14617,,,689342,146567,510709,,,294923,952199,,,,,,,,,,,,15946,,,,15946
90,11711,PO,BO5,Gem Noordenveld,2016,7734121,1321048,,,924774,9979943,55394,257526,388999,701919,,,45346,45346,10636516,,316449,316449,23840,,218722,179884,285421,21465,,,729332,159622,568124,,,438232,1165978,,,,,,,,,,,,16156,,,,16156
91,11711,PO,BO5,Gem Noordenveld,2017,7989255,1138648,191260,11687,1112748,10443598,19093,323252,299609,641954,,,10955,10955,11074597,,301591,301591,26279,,293398,198660,227117,39525,,,784979,163113,267506,238409,,362777,1031805,,,,,,,,,,,,17915,,,,17915
92,11711,PO,BO5,Gem Noordenveld,2018,8515911,1228675,400633,16788,1169530,11331537,33557,335757,453117,822431,,,29224,29224,12124744,,284873,284873,26400,,258645,219553,95755,21962,,8138,630453,139035,261559,259902,,325153,985649,,,,,,,,,,,,18500,3500,,,22000
93,11764,PO,BO1,Gemeente Eijsden-Margraten,2014,343341,,,,,343341,1075,3051,687,4813,,,,5952,342202,,3101,3101,,,3255,8131,8069,341,3928,104,23828,19455,21601,,,9498,50554,,,,,,,,,,,,3086,,,,3086
94,11764,PO,BO1,Gemeente Eijsden-Margraten,2015,229539,54440,,,29392,313371,1449,41454,9261,52164,,0,,0,365535,,3087,3087,,,16712,6794,8444,361,2450,-80,34681,20513,6876,10918,,18972,57279,,,,,,,,,,,,5233,,,,5233
95,11764,PO,BO1,Gemeente Eijsden-Margraten,2016,246994,57660,,,29970,334624,408,42692,5318,48418,,5352,,5352,377690,,4395,4395,,,2350,6667,8710,573,33635,0,51935,17817,8501,12734,,11036,50088,,,,,,,,,,,,3720,,,,3720
96,11764,PO,BO1,Gemeente Eijsden-Margraten,2017,251114,56197,,,35675,342986,559,45627,9473,55659,,1690,,1690,396955,,5713,5713,,,3976,6498,8478,362,23912,,43226,19401,,17444,,13955,50800,,,,,,,,,,,,4743,,,,4743
97,11764,PO,BO1,Gemeente Eijsden-Margraten,2018,277550,40376,12668,14116,38030,382740,2934,46171,4819,53924,,9575,,9575,427089,,6026,6026,,,5671,7371,8764,0,10800,,32606,12501,,31069,,12356,55926,,,,,,,,,,,,4811,,,,4811
98,12975,VO,SSG4,Almere College CvB,2014,10151333,1135142,,,1432122,12718597,24502,,386714,411216,,,,,13129813,,571773,571773,73082,,125920,213453,278572,22776,168065,,881868,296305,973157,,,399336,1668798,,,,,,,,,,,,36683,,,,36683
99,12975,VO,SSG4,Almere College CvB,2015,11025993,1209541,,,1302869,13538403,35076,,472925,508001,,,,,14046404,,645138,645138,75307,,158866,222200,292954,25495,179542,,954364,297211,,1066957,,372956,1737124,,,,,,,,,,,,23380,,,,23380
100,12975,VO,SSG4,Almere College CvB,2016,11827573,1413356,,,1354391,14595320,256941,,470211,727152,,,,,15322472,,652522,652522,76060,,162969,230388,274443,29592,179542,,952994,278532,,1475933,,240708,1995173,,,,,,,,,,,,32520,,,,32520
101,12975,VO,SSG4,Almere College CvB,2017,12407163,1459863,,,1688593,15555619,317512,,541268,858780,,,,,16414399,,624477,624477,69599,,149259,186658,273777,29420,130681,,839394,260938,,1465933,,207401,1934272,,,,,,,,,,,,24729,,,,24729
102,12975,VO,SSG4,Almere College CvB,2018,12674722,1540660,,,1827172,16042554,247808,,568311,816119,,,,,16858673,,626304,626304,83375,,186894,132944,247736,25322,168176,,844447,282266,,1882192,,289080,2453538,,,,,,,,,,,,28435,,,,28435
103,13273,VO,SSG4,Stg. OVO Nrd- & Midden-Drenthe,2014,15347060,1818377,,,2300923,19466360,100300,401243,519548,1021091,,,,62408,20425043,,928378,928378,147139,1226,190148,357101,346988,14187,,6141,1062930,310840,838638,,,704909,1854387,,,,,,,,,,,,23518,3000,,,26518
104,13273,VO,SSG4,Stg. OVO Nrd- & Midden-Drenthe,2015,16028669,1903984,,,2030924,19963577,197600,472811,504050,1174461,,,84764,84764,21053274,,1179748,1179748,135631,1235,135518,477919,474209,19023,,4910,1248445,272448,59165,847263,,750251,1929127,,,,,,,,,,,,18321,,,,18321
105,13273,VO,SSG4,Stg. OVO Nrd- & Midden-Drenthe,2016,16835978,2017944,,,1994343,20848265,122266,434458,621199,1177923,,,43304,43304,21982884,,1309634,1309634,215734,674,157698,429782,516792,14550,,65681,1400911,343074,74461,1015448,,708641,2141624,,,,,,,,,,,,17949,,,,17949
106,13273,VO,SSG4,Stg. OVO Nrd- & Midden-Drenthe,2017,18069759,2176880,,,2565629,22812268,159688,536115,720265,1416068,,,93029,93029,24135307,,1243199,1243199,309744,,270509,428472,614992,30466,,18192,1672375,253559,56316,1088976,,939362,2338213,,,,,,,,,,,,23599,,,,23599
107,13273,VO,SSG4,Stg. OVO Nrd- & Midden-Drenthe,2018,19454313,2404732,,,2781609,24640654,208376,726285,795716,1730377,,,52925,52925,26318106,,1424167,1424167,366568,,438626,136431,639354,26353,,61924,1669256,316800,40410,1347345,,994981,2699536,,,,,,,,,,,,32002,,,,32002
