_id,Bevoegd Gezag,Sector,Groepering,Naam,Jaar,Lonen,Sociale lasten,Premies Participatiefonds,Premies Vervangingsfonds,Pensioenlasten,Lonen salarissen sociale lasten en pensioenlasten,Dotaties personele voorzieningen,Lasten personeel niet in loondienst,Overige overige personele lasten,Overige personele lasten,Vergoedingen uit het Participatiefonds,Vergoedingen uit het Vervangingsfonds,Overige uitkeringen die personeelslasten verminderen,Uitkeringen die personeelslasten verminderen,Personeelslasten,Afschrijvingen op immateriele vaste activa,Afschrijvingen op materiele vaste activa,Afschrijvingen,Huurlasten,Verzekeringslasten,Onderhoudslasten klein onderhoud,Lasten voor energie en water,Schoonmaakkosten,Belastingen en heffingen,Dotatie onderhoudsvoorziening,Overige overige huisvestingslasten,Huisvestingslasten,Administratie en beheerslasten,Inventaris en apparatuur,Leer en hulpmiddelen,Dotatie overige voorzieningen,Overige overige overige lasten,Overige lasten,Verstrekte subsidies,Gerealiseerde herwaardering,Verplichte afdrachten uit te voeren door OCW voor vso,Verplichte afdrachten uit te voeren door OCW voor Lwoo,Verplichte afdrachten uit te voeren door OCW voor pro,Verplichte afdrachten uit te voeren door OCW,Doorbetaling op basis van 1 februari vso,Doorbetaling op basis van 1 februari sbo,Doorbetaling op basis van 1 februari,Overige doorbetalingen van rijksbijdragen aan schoolbesturen,Doorbetalingen aan schoolbesturen,Accountantshonoraria voor het onderzoek van de jaarrekening,Accountantshonoraria voor andere controleopdrachten,Accountantshonoraria voor adviesdiensten op fiscaal terrein,Accountantshonoraria voor andere nietcontrolediensten,Accountantshonoraria
108,13278,VO,SSG3,Stg Reg SGM Enkhuizen,2014,7041334,831909,,,1049432,8922675,66465,120999,476601,664065,,,,112264,9474476,,409898,409898,86742,,78675,119215,181228,8754,127500,,602114,150682,439847,,,594581,1185110,,,,,,,,,,,,18574,,,,18574
109,13278,VO,SSG3,Stg Reg SGM Enkhuizen,2015,7330681,859493,,,930091,9120265,162383,86950,627360,876693,,,105273,105273,9891685,0,453818,453818,85796,,119088,101925,186130,8939,127500,,629378,129368,111371,343420,,571490,1155649,,,,,,,,,,,,13310,0,0,1050,14360
110,13278,VO,SSG3,Stg Reg SGM Enkhuizen,2016,7377248,898126,,,924722,9200096,97956,60581,586704,745241,,,122915,122915,9822422,,473004,473004,88406,,65741,118040,191561,8737,115000,,587485,112147,123397,359359,,546348,1141251,,,,,,,,,,,,13310,,,194,13504
111,13278,VO,SSG3,Stg Reg SGM Enkhuizen,2017,6984617,849270,,,1018307,8852194,94357,121320,529189,744866,,,82821,82821,9514239,,443645,443645,83983,,87692,100420,198325,8526,115000,,593946,105606,144969,367653,,567419,1185647,,,,,,,,,,,,14641,,,,14641
112,13278,VO,SSG3,Stg Reg SGM Enkhuizen,2018,6877378,850393,,,1025349,8753120,132703,125096,862313,1120112,,,103654,103654,9769578,,408181,408181,89221,,94829,89191,199583,7953,115000,,595777,102893,156966,385837,,564884,1210580,,,,,,,,,,,,14291,1500,,,15791
113,13308,PO,BO1,Bestcom Gieterveen,2014,358473,85697,,,51377,495547,500,6839,15191,22530,,,,2154,515923,,20315,20315,,,3869,9662,11097,,2000,,26628,17400,28960,,,9720,56080,,,,,,,,,,,,6000,,,,6000
114,13308,PO,BO1,Bestcom Gieterveen,2015,390255,91067,,,47492,528814,2544,2686,32216,37446,,10329,,10329,555931,,20165,20165,1714,,9817,,12610,159,11500,198,35998,23846,15665,21248,,9665,70424,,,,,,,,,,,,6003,,,,6003
115,13308,PO,BO1,Bestcom Gieterveen,2016,362290,84767,,,43015,490072,613,19217,5008,24838,,1280,6079,7359,507551,,20742,20742,1664,,9843,,12370,873,,674,25424,14464,6943,14804,,17313,53524,,,,,,,,,,,,6000,,,,6000
116,13360,VO,SSG4,Stg. Minkema Ond. Woerd. e.o.,2014,10539367,1258485,,,1605215,13403067,83305,290025,828040,1201370,,,,,14604437,,594570,594570,90741,,172756,312536,261973,5594,183500,180539,1207639,321281,1272339,,,291924,1885544,,,,,,,,,,,,37780,4659,,6749,49188
117,13360,VO,SSG4,Stg. Minkema Ond. Woerd. e.o.,2015,11203801,1358348,,,1443077,14005226,81090,293423,701422,1075935,,,,,15081161,,738890,738890,90809,,160055,288791,272761,9793,260000,73391,1155600,490760,199310,1106021,,302266,2098357,,,,,,,,,,,,18305,,,,18305
118,13360,VO,SSG4,Stg. Minkema Ond. Woerd. e.o.,2016,11702960,1475464,,,1400790,14579214,47389,451043,702717,1201149,,,,,15780363,,562381,562381,99061,,129915,238591,275297,4745,256500,264543,1268652,595026,270977,1014680,,671162,2551845,,,,,,,,,,,,19607,,,6251,25858
119,13360,VO,SSG4,Stg. Minkema Ond. Woerd. e.o.,2017,11890417,1486871,,1697670,,15074958,72410,636604,752900,1461914,,,,,16536872,,526570,526570,99461,,186432,237936,283140,12217,202959,195364,1217509,687434,266572,960380,,635339,2549725,,,,,,,,,,,,20678,,,10000,30678
120,13360,VO,SSG4,Stg. Minkema Ond. Woerd. e.o.,2018,11952090,1518478,,1739991,,15210559,-54921,788088,693119,1426286,,,,,16636845,,455782,455782,101879,,80380,271766,278232,13668,202959,162186,1111070,782495,194495,1096754,,674823,2748567,,,,,,,,,,,,35205,,,,35205
121,13365,VO,SSG4,Stichting Waerdenborch,2014,11286628,1345215,,,1699888,14331731,70633,406502,443268,920403,,,,,15252134,,751355,751355,,,233783,217538,459705,26364,,117903,1055293,132063,880044,,,420880,1432987,,,,,,,,,,,,20661,,,,20661
122,13365,VO,SSG4,Stichting Waerdenborch,2015,11345892,1374236,,,1449669,14169797,287580,334100,517760,1139440,,,,,15309237,,555868,555868,,,118391,236621,409421,26193,325000,56706,1172332,134711,44721,724041,,708170,1611643,,,,,,,,,,,,18451,,,,18451
123,13365,VO,SSG4,Stichting Waerdenborch,2016,10759310,1439176,,,1361753,13560239,274652,449875,445623,1170150,,,,,14730389,,369161,369161,101839,,191261,182325,361538,26031,310000,,1172994,79715,44969,862314,,457723,1444721,,,,,,,,,,,,25447,,,1155,26602
124,13365,VO,SSG4,Stichting Waerdenborch,2017,10792147,1421529,,,1613368,13827044,285522,512516,575280,1373318,,,,,15200362,,341202,341202,111484,,305324,183100,363612,27737,280000,,1271257,73687,46173,935749,,470320,1525929,,,,,,,,,,,,25918,,,0,25918
125,13365,VO,SSG4,Stichting Waerdenborch,2018,10818961,1480097,,,1668741,13967799,282794,182339,565539,1030672,,,,,14998471,,380977,380977,110534,,202843,169984,364891,29382,280000,,1157634,171200,34884,987102,,479711,1672897,,,,,,,,,,,,26500,,163,1871,28534
126,13554,VO,SSG5,Stichting Quadraam,2014,64806277,7583266,,,9636952,82026495,4158,1760767,2159314,3924239,,,,235618,85715116,,4152033,4152033,501737,6003,500719,1596479,1944996,238029,,218149,5006112,5240274,4144147,,1396398,3631909,14412728,,,,,,,,,,,,64515,11504,,,76019
127,13554,VO,SSG5,Stichting Quadraam,2015,67183767,7856668,,,8634653,83675088,467107,1649468,2116193,4232768,,,182000,182000,87725856,,4172322,4172322,629417,13811,515897,1636581,2013642,228578,,115862,5153788,4922917,53287,4064474,1396797,4093106,14530581,,,,,,,,,,,,78350,6096,,,84446
128,13554,VO,SSG5,Stichting Quadraam,2016,68849395,8219820,,,8339085,85408300,927930,2578032,2531679,6037641,,,361327,361327,91084614,,4123270,4123270,776811,6940,1563845,1570671,2016508,372745,,115990,6423510,5207090,48845,4111911,590798,5529736,15488380,,,,,,,,,,,,74970,6958,,,81928
129,13554,VO,SSG5,Stichting Quadraam,2017,69630623,8177497,,,9896803,87704923,458619,2293831,2412447,5164897,,,322065,322065,92547755,,4256160,4256160,595788,5966,1318992,1368443,2161132,454973,,219538,6124832,5095982,120336,3874991,1130053,5407248,15628610,,,,,,,,,,,,53820,1513,,,55333
130,13554,VO,SSG5,Stichting Quadraam,2018,69881559,8528569,,,10229563,88639691,-273450,2119213,2357484,4203247,,,255980,255980,92586958,,4371938,4371938,818367,8949,1446967,1834555,2266419,558675,,370650,7304582,5642377,3828532,,719017,5412435,15602361,,,,,,,,,,,,84201,17212,,,101413
131,13555,VO,SSG4,Stg. Voortg. Ond. op Walcheren,2014,14504911,1654970,,,2213212,18373093,230087,143553,693331,1066971,,,,57103,19382961,,743978,743978,356355,,141938,364349,473627,168090,166104,19531,1689994,808729,1363557,,,2300125,4472411,,,,,,,,,,,,20705,1809,,,22514
132,13555,VO,SSG4,Stg. Voortg. Ond. op Walcheren,2015,15804547,1790745,,,2034634,19629926,240533,178856,702698,1122087,,,142758,142758,20609255,,899421,899421,492914,,173641,284812,338566,176670,166248,23243,1656094,731186,450978,1197299,,2411266,4790729,,,,,,,,,,,,25215,2827,,,28042
133,13555,VO,SSG4,Stg. Voortg. Ond. op Walcheren,2016,16634522,1952592,,,2052714,20639828,165870,256712,621778,1044360,,,102034,102034,21582154,,846297,846297,611455,,202217,321642,353885,187372,166293,21228,1864092,647908,1039749,1379694,,2587990,5655341,,,,,,,,,,,,22770,2033,,,24803
134,13555,VO,SSG4,Stg. Voortg. Ond. op Walcheren,2017,16614933,2004805,,,2436253,21055991,198052,150166,718711,1066929,,,132172,132172,21990748,,733775,733775,563045,,157379,328077,312563,192855,209801,12840,1776560,669652,807930,1364379,,2078264,4920225,,,,,,,,,,,,28815,,,,28815
135,13555,VO,SSG4,Stg. Voortg. Ond. op Walcheren,2018,16302000,2031000,,,2436000,20769000,395000,357000,698000,1450000,,,152000,152000,22067000,,1108000,1108000,553000,,227000,322000,415000,218000,512000,29000,2276000,681000,767000,1203000,,2045000,4696000,,,,,,,,,,,,35000,3000,,,38000
136,13556,VO,SSG2,OSZG,2014,20596286,2479903,,,3076882,26153071,12990,,707983,720973,,,,219126,26654918,,1148962,1148962,274666,,308494,353816,566342,114915,,5290,1623523,1027768,479318,,,3341844,4848930,,,,,,,,,,,,30850,3591,,,34441
137,13556,VO,SSG2,OSZG,2015,21124864,2479903,,,3076882,26681649,113699,355902,319128,788729,,,117281,117281,27353097,,1146354,1146354,286855,,344740,325062,562237,110834,,5210,1634938,983800,194357,345844,,3590899,5114900,,,,,,,,,,,,31775,3000,,,34775
138,13556,VO,SSG2,OSZG,2016,21798204,2585505,,,2676343,27060052,198025,161332,314345,673702,,,85803,85803,27647951,,1139501,1139501,274794,,337656,379318,604269,118208,,5314,1719559,979951,213329,317567,,3309398,4820245,,,,,,,,,,,,30220,545,878,120,31763
139,13556,VO,SSG2,OSZG,2017,21905041,2596510,,,3236483,27738034,189137,118851,332973,640961,,,164101,164101,28214894,,1105925,1105925,253816,,363030,354115,597273,123338,,5808,1697380,927832,228850,421998,,3352892,4931572,,,,,,,,,,,,27830,3049,1234,,32113
140,13556,VO,SSG2,OSZG,2018,22430870,2776301,,,3381534,28588705,-138040,163008,363961,388929,,,143725,143725,28833909,,1069439,1069439,239403,,336285,353210,603101,120895,,6954,1659848,1058813,269425,489822,,3844378,5662438,,,,,,,,,,,,32743,1694,0,,34437
141,13563,VO,SSG4,Stichting Winkler Prins,2014,10768317,1189231,,,1687844,13645392,11355,136895,496065,644315,,,,128291,14161416,,909632,909632,53515,,237141,211973,336626,26436,,98492,964183,723678,627723,,,427081,1778482,,,,,,,,,,,,15950,,,24200,40150
142,13563,VO,SSG4,Stichting Winkler Prins,2015,11016522,1285922,,,1427810,13730254,17100,113222,557654,687976,,,80191,80191,14338039,,829168,829168,52132,,223457,211354,337216,22488,,78861,925508,844931,825673,,,398947,2069551,,,,,,,,,,,,19784,,,2414,22198
143,13563,VO,SSG4,Stichting Winkler Prins,2016,11162436,1319087,,,1380883,13862406,140000,275591,513594,929185,,,53194,53194,14738397,,842973,842973,37242,,199175,200081,326843,26980,,58311,848632,788711,896288,,,553991,2238990,,,,,,,,,,,,26015,,,9015,35030
144,13563,VO,SSG4,Stichting Winkler Prins,2017,11070392,1407322,,,1606371,14084085,290300,345417,567913,1203630,,,100300,100300,15187415,,894786,894786,20307,,253928,216754,324422,51290,,64841,931542,651035,899502,,,346815,1897352,,,,,,,,,,,,26500,,,,26500
145,13563,VO,SSG4,Stichting Winkler Prins,2018,11144012,1428072,,,1635399,14207483,292699,212276,580511,1085486,,,124046,124046,15168923,,875860,875860,17672,,266571,224129,348083,45622,,-35609,866468,716406,980901,,,390048,2087355,,,,,,,,,,,,26015,,,,26015
146,13586,VO,SSG4,Stichting OSG Singelland,2014,18191183,2364453,,,2774210,23329846,30591,305543,725437,1061571,,,,100186,24291231,,1153006,1153006,56053,,687158,349130,481873,30288,,222993,1827495,937748,588110,,694,2023162,3549714,,,,,,,,,,,,27455,,,,27455
147,13586,VO,SSG4,Stichting OSG Singelland,2015,19536385,2513554,,,2532075,24582014,541509,254895,832746,1629150,,,91587,91587,26119577,,1483505,1483505,33376,,,343089,468209,32971,704974,183648,1766267,883987,441313,326752,9078,2046282,3707412,,,,,,,,,,,,30190,,,,30190
148,13586,VO,SSG4,Stichting OSG Singelland,2016,21308453,2727905,,,2622039,26658397,392494,358690,938225,1689409,,,128036,128036,28219770,,1472604,1472604,85486,,,390168,496647,33917,780023,190395,1976636,890331,335844,334176,-1466,2228992,3787877,,,,,,,,,,,,27775,,,,27775
149,13586,VO,SSG4,Stichting OSG Singelland,2017,22078720,2847468,,,3185136,28111324,59202,193529,1033057,1285788,,,119222,119222,29277890,,1464294,1464294,38483,,,377262,511554,33290,625170,162676,1748435,904751,355815,296778,9115,2143872,3710331,,,,,,,,,,,,28683,,,,28683
150,13586,VO,SSG4,Stichting OSG Singelland,2018,21837215,2910304,,,3238884,27986403,68510,219299,900236,1188045,,,119808,119808,29054640,,1545602,1545602,50648,,756650,337368,519702,31755,,145272,1841395,960304,692480,,2903,2077034,3732721,,,,,,,,,,,,28731,,,,28731
151,13603,VO,SSG4,Stichting o.s.g. Piter Jelles,2014,19521365,2381013,,,2944825,24847203,-25370,668121,1191146,1833897,,,,,26681100,,886940,886940,237075,1843,426930,557389,636070,93082,326621,17755,2296765,615031,664741,,,2001000,3280772,,,,,,,,,,,,32561,,524,2844,35929
152,13603,VO,SSG4,Stichting o.s.g. Piter Jelles,2015,20739372,2501234,,,2624482,25865088,161389,524748,1364548,2050685,,,,,27915773,,967328,967328,199590,,536730,422550,646398,88722,346933,17336,2258259,675107,438810,185337,,1896540,3195794,,,,,,,,,,,,34449,,1729,11352,47530
153,13603,VO,SSG4,Stichting o.s.g. Piter Jelles,2016,21451338,2660698,,,2576272,26688308,185934,841061,1589963,2616958,,,,,29305266,,1351586,1351586,193704,,614368,551790,619311,91105,327706,15618,2413602,801301,437990,194400,,1997742,3431433,,,,,,,,,,,,84450,,,11801,96251
154,13603,VO,SSG4,Stichting o.s.g. Piter Jelles,2017,21827343,2748957,,,3106638,27682938,134927,737664,1417909,2290500,,,,,29973438,,1529014,1529014,235910,,456888,445339,623591,100423,327706,26584,2216441,844797,457219,214457,,2010573,3527046,,,,,,,,,,,,51149,,,,51149
155,13603,VO,SSG4,Stichting o.s.g. Piter Jelles,2018,21498439,2812012,,,3160890,27471341,230123,428248,1753487,2411858,,,93730,93730,29789469,,1242863,1242863,479468,3211,347963,405144,620415,82992,2078000,108992,4126185,913477,456473,1597203,,1107579,4074732,,,,,,,,,,,,57598,7500,,,65098
156,13622,PO,BO5,Stichting OPO Haarlemmermeer,2014,15585429,3445023,,,2123248,21153700,,,,,,,,1039571,20114129,,442657,442657,75646,,7720,430077,491133,61694,563300,121507,1751077,1232355,1057354,,,,2289709,,,,,,,,,,,,,,,,
157,13622,PO,BO5,Stichting OPO Haarlemmermeer,2015,14012009,3364167,,,1850787,19226963,,82976,1783679,1866655,,1074126,,1074126,20019492,,454627,454627,85578,,36998,307154,500382,59859,740000,167552,1897523,79289,,1865463,,94507,2039259,,,,,,,,,,,,21400,908,2431,519,25258
158,13622,PO,BO5,Stichting OPO Haarlemmermeer,2016,13866087,3302670,,,1731489,18900246,,48197,2023812,2072009,,915451,,915451,20056804,,505881,505881,83100,,44618,303499,486310,70012,740000,129057,1856596,79991,,1781830,,160008,2021829,,,,,,,,,,,,29125,,2360,,31485
159,13622,PO,BO5,Stichting OPO Haarlemmermeer,2017,14805350,3175791,,,2012094,19993235,,35210,1115725,1150935,,921505,,921505,20222665,,519832,519832,80143,,85499,255691,492966,72095,878000,166906,2031300,96835,,2027418,,121392,2245645,,,,,,,,,,,,24622,,,,24622
160,13622,PO,BO5,Stichting OPO Haarlemmermeer,2018,16412630,2286407,733722,809988,2149045,22391792,,357086,825862,1182948,,650740,114832,765572,22809168,,512089,512089,104100,,577420,316205,522826,63443,224820,,1808814,544518,410890,905278,-49465,668932,2480153,,,,,,,,,,,,31955,,11086,728,43769
161,13652,VO,SSG5,Stg Openbaar VO NHN,2014,31453978,3725618,,,4726360,39905956,405413,631495,809775,1846683,,,,205780,41546859,19917,1876867,1896784,217963,177,706895,533835,1003984,53018,,109175,2625047,1272235,4096727,,,3035485,8404447,,,,,,,,,,,,39495,,,,39495
162,13652,VO,SSG5,Stg Openbaar VO NHN,2015,33680123,3969286,,,4292668,41942077,583130,986864,1009885,2579879,,,256694,256694,44265262,17123,1989059,2006182,236537,532,649905,615112,1047603,47778,,98313,2695780,1094484,665338,3817682,,2255166,7832670,,,,,,,,,,,,37389,,,,37389
163,13652,VO,SSG5,Stg Openbaar VO NHN,2016,35543753,4466915,,,4303467,44314135,791024,1177400,1029560,2997984,,,347288,347288,46964831,10402,2178989,2189391,257146,354,841574,690736,1084831,47208,,116068,3037917,1358744,697543,3824125,,1832375,7712787,,,,,,,,,,,,37759,,,,37759
164,13652,VO,SSG5,Stg Openbaar VO NHN,2017,35513097,4670389,,,5109107,45292593,791269,1247397,1012896,3051562,,,277229,277229,48066926,10010,2212031,2222041,289487,0,1199542,635746,1034254,50069,,66390,3275488,1065948,731209,4000760,,627904,6425821,,,,,,,,,,,,41140,,,,41140
165,13652,VO,SSG5,Stg Openbaar VO NHN,2018,35714837,4844654,,,5307147,45866638,538486,968712,1324291,2831489,,,337442,337442,48360685,6128,2223091,2229219,273883,0,725209,650793,1018210,50933,0,113256,2832284,924246,722292,3954036,0,812238,6412812,,,,,,,,,,,,41140,,,,41140
