_id,PROVINCIE,BEVOEGD GEZAG NUMMER,BRIN NUMMER,VESTIGINGSNUMMER,VESTIGINGSNAAM,STRAATNAAM,HUISNUMMER-TOEVOEGING,POSTCODE,PLAATSNAAM,GEMEENTENUMMER,GEMEENTENAAM,DENOMINATIE,TELEFOONNUMMER,INTERNETADRES,STRAATNAAM CORRESPONDENTIEADRES,HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES,POSTCODE CORRESPONDENTIEADRES,PLAATSNAAM CORRESPONDENTIEADRES,NODAAL GEBIED CODE,NODAAL GEBIED NAAM,RPA-GEBIED CODE,RPA-GEBIED NAAM,WGR-GEBIED CODE,WGR-GEBIED NAAM,COROPGEBIED CODE,COROPGEBIED NAAM,ONDERWIJSGEBIED CODE,ONDERWIJSGEBIED NAAM,RMC-REGIO CODE,RMC-REGIO NAAM
1,Drenthe,10249,16AH,16AH00,Openbare Basisschool 't Eenspan,Oosterstraat,58,7822HG,EMMEN,114,EMMEN,Openbaar,591659840,www.obs-eenspan.nl,Oosterstraat,58,7822HG,EMMEN,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
2,Drenthe,10249,16BX,16BX00,Openbare Basisschool 2 Emmen Mr Vegter,Bargermeerweg,113,7811LD,EMMEN,114,EMMEN,Openbaar,591659842,www.obs-mr-vegter.nl,Bargermeerweg,113,7811LD,EMMEN,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
3,Drenthe,10249,16DJ,16DJ00,Openbare Basisschool De Esdoorn,Buiskoolstraat,1,7814RC,EMMEN,114,EMMEN,Openbaar,591659848,www.obs-esdoorn.nl,Buiskoolstraat,1,7814RC,EMMEN,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
4,Drenthe,10249,16HI,16HI00,Openbare Basisschool Emmermeer,Middenhaag,4,7815LB,EMMEN,114,EMMEN,Openbaar,591659896,www.obs-emmermeer.nl,Middenhaag,4,7815LB,EMMEN,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
5,Drenthe,10249,16MA,16MA00,Openbare Basisschool Angelslo,Smedingeslag,1,7824HK,EMMEN,114,EMMEN,Openbaar,591625269,www.obs-angelslo.nl,Smedingeslag,1,7824HK,EMMEN,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
6,Drenthe,10249,16NR,16NR00,De Kubus,Houtweg,403,7823PS,EMMEN,114,EMMEN,Openbaar,591622100,www.obs-kubus.nl,Houtweg,403,7823PS,EMMEN,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
7,Drenthe,10249,16WN,16WN00,Openbare Basisschool op 't Veld,Barnar,5-A,7826EP,EMMEN,114,EMMEN,Openbaar,591629364,www.obs-optveld.nl,Barnar,5-A,7826EP,EMMEN,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
8,Drenthe,10249,16XQ,16XQ00,Openbare Basisschool De Brink,Rolderbrink,128-130,7812PK,EMMEN,114,EMMEN,Openbaar,591659850,www.obs-brink.nl,Rolderbrink,128-130,7812PK,EMMEN,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
9,Drenthe,10249,16YK,16YK00,Openbare Basisschool De Barg,Mantingerbrink,203,7812MD,EMMEN,114,EMMEN,Openbaar,591659854,www.obs-barg.nl,Mantingerbrink,203,7812MD,EMMEN,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
10,Drenthe,10249,16ZQ,16ZQ00,Openbare Basisschool De Meent,Eerste Koppelveenweg,2,7881EG,EMMER-COMPASCUUM,114,EMMEN,Openbaar,591351660,www.obs-meent.nl,Eerste Koppelveenweg,2,7881EG,EMMER-COMPASCUUM,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
11,Drenthe,10249,17AE,17AE00,De Bente Openbare Basisschool,Westerdiep OZ,96,7881HG,EMMER-COMPASCUUM,114,EMMEN,Openbaar,591353320,"",Westerdiep OZ,96,7881HG,EMMER-COMPASCUUM,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
12,Drenthe,10249,17BC,17BC00,Openbare Basisschool De Runde,Runde ZZ,84,7881HP,EMMER-COMPASCUUM,114,EMMEN,Openbaar,591351446,www.obs-runde.nl,Runde ZZ,84,7881HP,EMMER-COMPASCUUM,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
13,Drenthe,10249,17BL,17BL00,Openbare Basisschool De Dreef,Kanaal A NZ,102,7881KL,EMMER-COMPASCUUM,114,EMMEN,Openbaar,591352653,www.obs-dreef.nl,Kanaal A NZ,102,7881KL,EMMER-COMPASCUUM,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
14,Drenthe,10249,17BU,17BU00,Openbare Basisschool Erica De Anbrenge,Semsstraat,2,7887AD,ERICA,114,EMMEN,Openbaar,591301824,www.obs-anbrenge.nl,Semsstraat,2,7887AD,ERICA,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
15,Drenthe,10249,17CN,17CN00,Openbare Basisschool De Planeet,Horizon,76,7891CV,KLAZIENAVEEN,114,EMMEN,Openbaar,591390162,"",Horizon,76,7891CV,KLAZIENAVEEN,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
16,Drenthe,10249,17CW,17CW00,Openbare Basisschool De Spil,Voeghoutenstraat,23,7891LA,KLAZIENAVEEN,114,EMMEN,Openbaar,591390225,"",Voeghoutenstraat,23,7891LA,KLAZIENAVEEN,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
17,Drenthe,10249,17DG,17DG00,OBS De Viersprong,Derksweg,22,7891PK,KLAZIENAVEEN,114,EMMEN,Openbaar,591390170,www.obs-viersprong.nl,Derksweg,22,7891PK,KLAZIENAVEEN,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
18,Drenthe,10249,17DQ,17DQ00,Openbare Basischool De Bascule,Sportlaan,85,7833CH,NIEUW-AMSTERDAM,114,EMMEN,Openbaar,591552042,"",Postbus,68,7833ZH,NIEUW-AMSTERDAM,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
19,Drenthe,10249,17EJ,17EJ00,Openbare Basisschool Dordse Til,Walevest,10,7885AK,NIEUW-DORDRECHT,114,EMMEN,Openbaar,591390175,www.obs-dordtsetil.nl,Walevest,10,7885AK,NIEUW-DORDRECHT,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
20,Drenthe,10249,17FU,17FU00,Openbare Basisschool 't Koppel,Gedempte Achterdiep,9,7831CJ,NIEUW-WEERDINGE,114,EMMEN,Openbaar,591527089,www.obs-koppel.nl,Gedempte Achterdiep,9,7831CJ,NIEUW-WEERDINGE,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
21,Drenthe,10249,17JD,17JD00,Openbare Basisschool De Dreske,Roswinkelerstraat,131,7895AR,ROSWINKEL,114,EMMEN,Openbaar,591352907,www.obs-dreske.nl,Roswinkelerstraat,131,7895AR,ROSWINKEL,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
22,Drenthe,10249,17KM,17KM00,Openbare Basisschool 't Swarte Meer,De Blokken,22,7894CL,ZWARTEMEER,114,EMMEN,Openbaar,591390213,www.obs-swartemeer.nl,De Blokken,22,7894CL,ZWARTEMEER,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
23,Drenthe,10249,18HB,18HB00,Openbare Basiischool De Iemenhof,Spanjaardspad,86,7761BR,SCHOONEBEEK,114,EMMEN,Openbaar,524531231,www.obs-iemenhof.nl,Postbus,30,7760AA,SCHOONEBEEK,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
24,Drenthe,10249,21PS,21PS00,Openbare Basisschool De Vlonder,Giervalk,20,7827HX,EMMEN,114,EMMEN,Openbaar,591678111,www.obs-vlonder.nl,Giervalk,20,7827HX,EMMEN,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
25,Drenthe,10249,23RM,23RM00,Openbare Basisschool De Lisdodde,Ganzenveld,85,7827SE,EMMEN,114,EMMEN,Openbaar,591677908,www.obs-lisdodde.nl,Ganzenveld,85,7827SE,EMMEN,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
26,Drenthe,10249,24ED,24ED00,Openbare Basisschool Montessori,A.L. Lesturgeonstraat,3,7815VD,EMMEN,114,EMMEN,Openbaar,591659874,www.montessori-emmen.nl,Postbus,1117,7801BC,EMMEN,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
27,Drenthe,10249,30AG,30AG00,Delftlanden,Zandzoom,19,7814VH,EMMEN,114,EMMEN,Openbaar,591685555,www.obs-delftlanden.nl,Zandzoom,19,7814VH,EMMEN,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
28,Drenthe,11711,06AQ,06AQ00,Samenwerkingsschool De Schans,Norgerweg,18,9342PH,EEN,1699,NOORDENVELD,Openbaar,592656308,www.swsdeschans.nl,Norgerweg,18,9342PH,EEN,1,Groningen,3,Centraal-Groningen,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,1,Groningen en omstreken,7,Noord- en Midden Drenthe
29,Drenthe,11711,09FV,09FV00,Openbare Basisschool De Hekakker,Schoolstraat,3,9331AV,NORG,1699,NOORDENVELD,Openbaar,592613224,www.obsdehekakker.nl,Schoolstraat,3,9331AV,NORG,1,Groningen,3,Centraal-Groningen,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,1,Groningen en omstreken,7,Noord- en Midden Drenthe
30,Drenthe,11711,09HF,09HF00,Basisschool 't Spectrum,Hereweg,1-D,9321CL,PEIZE,1699,NOORDENVELD,Openbaar,505033612,www.spectrumpeize.nl,Postbus,5,9320AA,PEIZE,1,Groningen,3,Centraal-Groningen,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,1,Groningen en omstreken,7,Noord- en Midden Drenthe
31,Drenthe,11711,10TP,10TP00,Openbare Basisschool de Elsakker,Schoolstraat,5,9337PB,WESTERVELDE,1699,NOORDENVELD,Openbaar,592613991,www.obs-elsakker.nl,Schoolstraat,5,9337PB,WESTERVELDE,1,Groningen,3,Centraal-Groningen,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,1,Groningen en omstreken,7,Noord- en Midden Drenthe
32,Drenthe,11711,11IQ,11IQ00,De Eskampen,Boerakkerweg,2-A,9321EL,PEIZE,1699,NOORDENVELD,Openbaar,505033158,www.eskampen.nl,Postbus,17,9320AA,PEIZE,1,Groningen,3,Centraal-Groningen,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,1,Groningen en omstreken,7,Noord- en Midden Drenthe
33,Drenthe,11711,12UM,12UM00,Openbare Basisschool de Marke,Molenweg,1,9301JD,RODEN,1699,NOORDENVELD,Openbaar,505017434,www.demarke-roden.nl,Molenweg,1,9301JD,RODEN,1,Groningen,3,Centraal-Groningen,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,1,Groningen en omstreken,7,Noord- en Midden Drenthe
34,Drenthe,11711,13GD,13GD00,Openbare Basisschool de Tandem,Klimop,2,9301PK,RODEN,1699,NOORDENVELD,Openbaar,,www.obsdetandemroden.nl,Klimop,2,9301PK,RODEN,1,Groningen,3,Centraal-Groningen,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,1,Groningen en omstreken,7,Noord- en Midden Drenthe
35,Drenthe,11711,13LI,13LI00,Het Valkhof Openbare Basisschool voor Daltononderwijs,Schonauwen,2,9301SP,RODEN,1699,NOORDENVELD,Openbaar,505017300,www.hetvalkhof.nl,Schonauwen,2,9301SP,RODEN,1,Groningen,3,Centraal-Groningen,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,1,Groningen en omstreken,7,Noord- en Midden Drenthe
36,Drenthe,11711,13QB,13QB00,OBS De Poolster,Zevenhuisterweg,3,9311VA,NIEUW-RODEN,1699,NOORDENVELD,Openbaar,505017772,www.obsdepoolster.com,Postbus,131,9300AC,RODEN,1,Groningen,3,Centraal-Groningen,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,1,Groningen en omstreken,7,Noord- en Midden Drenthe
37,Drenthe,11711,13UC,13UC00,Openbare Basisschool de Flint,J.P. Santeeweg,109,9312TA,NIETAP,1699,NOORDENVELD,Openbaar,594514649,www.obsdeflint.nl,J.P. Santeeweg,109,9312TA,NIETAP,1,Groningen,3,Centraal-Groningen,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,1,Groningen en omstreken,7,Noord- en Midden Drenthe
38,Drenthe,11711,13XM,13XM00,OBS Het Palet,Hoofdstraat,21-B,9315PA,RODERWOLDE,1699,NOORDENVELD,Openbaar,505033551,www.obs-roderwolde.nl,Hoofdstraat,21-B,9315PA,RODERWOLDE,1,Groningen,3,Centraal-Groningen,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,1,Groningen en omstreken,7,Noord- en Midden Drenthe
39,Drenthe,32073,03WU,03WU00,Kindcentrum De Wegwijzer,Harm Tiesingstraat,74,9571AZ,2E EXLOERMOND,1681,BORGER-ODOORN,Protestants-Christelijk,599671206,www.cbsdewegwijzer.com,Harm Tiesingstraat,74,9571AZ,2E EXLOERMOND,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
40,Drenthe,32073,04LY,04LY00,Christelijke Kindcentrum De Borgh,Molenstraat,3-A,9531CH,BORGER,1681,BORGER-ODOORN,Protestants-Christelijk,599234254,www.cbsdeborgh.nl,Molenstraat,3-A,9531CH,BORGER,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
41,Drenthe,32073,04TG,04TG00,Christelijke Basisschool DRIJBER,Nijenkamp,29,9419TM,DRIJBER,1731,MIDDEN-DRENTHE,Protestants-Christelijk,593562543,www.cbsdrijber.nl,Nijenkamp,29,9419TM,DRIJBER,11,Assen,5,Zuid- en Midden-Drenthe,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,4,Assen-Hoogeveen-Emmen,7,Noord- en Midden Drenthe
42,Drenthe,32073,05NQ,05NQ00,Menso Altingschool,Brinkhovenlaan,3-B,9765BH,PATERSWOLDE,1730,TYNAARLO,Protestants-Christelijk,503093854,www.cbs-mensoalting.nl,Brinkhovenlaan,3-B,9765BH,PATERSWOLDE,1,Groningen,3,Centraal-Groningen,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,1,Groningen en omstreken,7,Noord- en Midden Drenthe
43,Drenthe,32073,05OC,05OC00,Christelijke Daltonschool 't Kompas,Ceresstraat,6,9514CA,GASSELTERNIJVEEN,1680,AA EN HUNZE,Protestants-Christelijk,599512734,www.cdskompas.nl,Ceresstraat,6,9514CA,GASSELTERNIJVEEN,11,Assen,3,Centraal-Groningen,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,4,Assen-Hoogeveen-Emmen,7,Noord- en Midden Drenthe
44,Drenthe,32073,05RC,05RC00,Kindcentrum De Klister,Noorderdiep,123,9521BC,NIEUW-BUINEN,1681,BORGER-ODOORN,Protestants-Christelijk,599613864,www.cbsdeklister.nl,Noorderdiep,123,9521BC,NIEUW-BUINEN,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
45,Drenthe,32073,05RD,05RD00,Protestants Christelijk Basisonderwijs Nieuw Buinen,Zuiderdiep,159,9521AD,NIEUW-BUINEN,1681,BORGER-ODOORN,Protestants-Christelijk,599212321,www.school59.nl,Zuiderdiep,159,9521AD,NIEUW-BUINEN,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
46,Drenthe,32073,05TN,05TN00,CBS De Vaart Christelijke Basisschool,Prof. Dr. Obbinkstraat,3-B,9423PR,HOOGERSMILDE,1731,MIDDEN-DRENTHE,Protestants-Christelijk,592459055,www.cbsdevaart.nl,Prof. Dr. Obbinkstraat,3-B,9423PR,HOOGERSMILDE,11,Assen,5,Zuid- en Midden-Drenthe,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,4,Assen-Hoogeveen-Emmen,7,Noord- en Midden Drenthe
47,Drenthe,32073,05TS,05TS00,Kindcentrum SPEEL en LEER,Ir. Mentropweg,72,9341AT,VEENHUIZEN,1699,NOORDENVELD,Protestants-Christelijk,592388355,http://kindcentrumspeelenleer.nl/,Ir. Mentropweg,72,9341AT,VEENHUIZEN,1,Groningen,3,Centraal-Groningen,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,1,Groningen en omstreken,7,Noord- en Midden Drenthe
48,Drenthe,32073,06HP,06HP00,Protestants Christelijke Basisschool Het Octaaf,Witterhoofdweg,1-C,9405HX,ASSEN,106,ASSEN,Protestants-Christelijk,592351506,www.octaafassen.nl,Witterhoofdweg,1-C,9405HX,ASSEN,11,Assen,3,Centraal-Groningen,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,4,Assen-Hoogeveen-Emmen,7,Noord- en Midden Drenthe
49,Drenthe,32073,06HZ,06HZ00,Christelijke Basisschool De Wingerd,Floralaan,1-A,9421NP,BOVENSMILDE,1731,MIDDEN-DRENTHE,Protestants-Christelijk,592412991,www.cbsdewingerd.nl,Postbus,12,9420AA,BOVENSMILDE,11,Assen,5,Zuid- en Midden-Drenthe,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,4,Assen-Hoogeveen-Emmen,7,Noord- en Midden Drenthe
50,Drenthe,32073,06LV,06LV00,Basisschool De Marke,de Weegbree,21,9461KM,GIETEN,1680,AA EN HUNZE,Protestants-Christelijk,592263113,www.demarkegieten.nl,Postbus,120,9460AC,GIETEN,11,Assen,3,Centraal-Groningen,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,4,Assen-Hoogeveen-Emmen,7,Noord- en Midden Drenthe
51,Drenthe,32073,07AU,07AU00,De Wegwijzer,Homaat,2,9431MK,WESTERBORK,1731,MIDDEN-DRENTHE,Protestants-Christelijk,593331305,www.wegwijzer-westerbork.nl,Postbus,44,9430AA,WESTERBORK,11,Assen,5,Zuid- en Midden-Drenthe,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,4,Assen-Hoogeveen-Emmen,7,Noord- en Midden Drenthe
52,Drenthe,32073,07NN,07NN00,Christelijke Basisschool De Holtenhoek,Holtenweg,5,9481CN,VRIES,1730,TYNAARLO,Protestants-Christelijk,592541644,www.deholtenhoek.nl,Postbus,25,9480AA,VRIES,1,Groningen,3,Centraal-Groningen,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,1,Groningen en omstreken,7,Noord- en Midden Drenthe
53,Drenthe,32073,08PP,08PP00,Basisschool de Schutkampen,Prins Hendrikstraat,2,9422GJ,SMILDE,1731,MIDDEN-DRENTHE,Protestants-Christelijk,592414010,www.cbsdeschutkampen.nl,Prins Hendrikstraat,2,9422GJ,SMILDE,11,Assen,5,Zuid- en Midden-Drenthe,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,4,Assen-Hoogeveen-Emmen,7,Noord- en Midden Drenthe
54,Drenthe,32073,09KO,09KO00,Kindcentrum De Regenboog,Tuinstraat,5-B,9404KK,ASSEN,106,ASSEN,Protestants-Christelijk,592316723,www.regenboogassen.nl,Tuinstraat,5-B,9404KK,ASSEN,11,Assen,3,Centraal-Groningen,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,4,Assen-Hoogeveen-Emmen,7,Noord- en Midden Drenthe
55,Drenthe,32073,09QP,09QP00,Basisschool Prinses Beatrix,Sportlaan,10,9411BG,BEILEN,1731,MIDDEN-DRENTHE,Protestants-Christelijk,593522718,www.cbsprinsesbeatrix.nl,Postbus,147,9410AC,BEILEN,11,Assen,5,Zuid- en Midden-Drenthe,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,4,Assen-Hoogeveen-Emmen,7,Noord- en Midden Drenthe
56,Drenthe,32073,10IL,10IL00,Het Stroomdal,Esdoornlaan,1,9471SH,ZUIDLAREN,1730,TYNAARLO,Protestants-Christelijk,504093170,www.stroomdal.nl,Esdoornlaan,1,9471SH,ZUIDLAREN,1,Groningen,3,Centraal-Groningen,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,1,Groningen en omstreken,7,Noord- en Midden Drenthe
57,Drenthe,32073,10KN,10KN00,Basisschool De Eshorst,Esweg,106,9411AK,BEILEN,1731,MIDDEN-DRENTHE,Protestants-Christelijk,593523159,"",Postbus,108,9410AC,BEILEN,11,Assen,5,Zuid- en Midden-Drenthe,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,4,Assen-Hoogeveen-Emmen,7,Noord- en Midden Drenthe
58,Drenthe,32073,10YQ,10YQ00,Jong Laren,Ludinge,6,9471JD,ZUIDLAREN,1730,TYNAARLO,Protestants-Christelijk,504092079,www.jonglaren.nl,Ludinge,6,9471JD,ZUIDLAREN,1,Groningen,3,Centraal-Groningen,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,1,Groningen en omstreken,7,Noord- en Midden Drenthe
59,Drenthe,32073,11KN,11KN00,De Lichtbaak,Amstelstraat,14-B,9406TH,ASSEN,106,ASSEN,Protestants-Christelijk,592354150,www.delichtbaak.nl,Amstelstraat,14-B,9406TH,ASSEN,11,Assen,3,Centraal-Groningen,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,4,Assen-Hoogeveen-Emmen,7,Noord- en Midden Drenthe
60,Drenthe,32073,11VZ,11VZ00,Het Kompas Protestants Christelijke Basisschool,Einthovenstraat,26,9402CB,ASSEN,106,ASSEN,Protestants-Christelijk,592354234,www.kompasassen.nl,Einthovenstraat,26,9402CB,ASSEN,11,Assen,3,Centraal-Groningen,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,4,Assen-Hoogeveen-Emmen,7,Noord- en Midden Drenthe
61,Drenthe,32073,12OR,12OR00,De Scharmhof,Scharmbarg,1,9407EA,ASSEN,106,ASSEN,Protestants-Christelijk,592343800,www.scharmhof.nl,Scharmbarg,1,9407EA,ASSEN,11,Assen,3,Centraal-Groningen,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,4,Assen-Hoogeveen-Emmen,7,Noord- en Midden Drenthe
62,Drenthe,32073,14ZS,14ZS00,Christelijk Kindcentrum Rehoboth,Rooilaan,154,7876GW,VALTHERMOND,1681,BORGER-ODOORN,Protestants-Christelijk,599662367,www.rehoboth-school.nl,Rooilaan,154,7876GW,VALTHERMOND,12,Emmen,5,Zuid- en Midden-Drenthe,8,Zuidoost-Drenthe,8,Zuidoost-Drenthe,4,Assen-Hoogeveen-Emmen,8,Zuid-Oost Drenthe
63,Drenthe,32073,21LS,21LS00,De Borg,Dusselheugte,13,9403GN,ASSEN,106,ASSEN,Protestants-Christelijk,592370203,www.basisschooldeborg.nl,Dusselheugte,13,9403GN,ASSEN,11,Assen,3,Centraal-Groningen,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,4,Assen-Hoogeveen-Emmen,7,Noord- en Midden Drenthe
64,Drenthe,32073,21QU,21QU00,De Tol,De Hilde,1,9472WH,ZUIDLAREN,1730,TYNAARLO,Protestants-Christelijk,504091804,www.cbsdetol.nl,De Hilde,1,9472WH,ZUIDLAREN,1,Groningen,3,Centraal-Groningen,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,1,Groningen en omstreken,7,Noord- en Midden Drenthe
65,Drenthe,32073,27BM,27BM00,Christelijke Basisschool het Krijt,Schoolstraat,29,9408MB,ASSEN,106,ASSEN,Protestants-Christelijk,592460370,www.cbshetkrijt.nl,Schoolstraat,29,9408MB,ASSEN,11,Assen,3,Centraal-Groningen,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,4,Assen-Hoogeveen-Emmen,7,Noord- en Midden Drenthe
66,Drenthe,32073,27WZ,27WZ00,Kindcentrum De Kloostertuin,Aletta Jacobsweg,80,9408AM,ASSEN,106,ASSEN,Protestants-Christelijk,592350303,www.dekloostertuin.nl,Aletta Jacobsweg,80,9408AM,ASSEN,11,Assen,3,Centraal-Groningen,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,4,Assen-Hoogeveen-Emmen,7,Noord- en Midden Drenthe
67,Drenthe,32073,31LD,31LD00,De Rietzanger,Borchsingel,39,9766PP,EELDERWOLDE,1730,TYNAARLO,Protestants-Christelijk,502053399,www.ckcderietzanger.nl,Borchsingel,39,9766PP,EELDERWOLDE,1,Groningen,3,Centraal-Groningen,7,Noord- en Midden-Drenthe,7,Noord-Drenthe,1,Groningen en omstreken,7,Noord- en Midden Drenthe
